Ticket ID,Device,Reported Issue,Event feed / Comments / Conclusions,Completed works
IT-010903,Dell Precision 7780,Keyboard and liquid metal replacement,,
IT-010902,QNAP TS-251,does not turn on,,Diagnostics with complete disassembly of the device
IT-010901,AENO ARC0002S,wet cleaning does not work,,
IT-010897,axes line black,upgrade x2 ssd 1 ram 2gb ddr3,,"Laptop/PC SSD replacement/installation (HDD to SSD, etc.)"
IT-010892,Asus x55v,frame+cover replacement,,Restoring the device with functional diagnostics
IT-010891,Apple A2141,keyboard replacement,,Keyboard replacement with complete disassembly of the device (module or assembly)
IT-010887,xdobo gray-orange,not charging,,
IT-010947,Acer 17,Shutting down,,
IT-010939,Samsung Galaxy A25,Unblock,,
IT-010879,HP 15,OS,,Windows and software recovery
IT-010935,Acer AN515-45,SSD cleaning and installation,,"Cleaning, prevention of cooling system, replacement of thermoelements (lev II)"
IT-010936,Asus x507ub,"replacement of terpasta + plus diagnostics (does not turn on without charging, behaves differently on battery)",,"Cleaning, preventive maintenance of the cooling system, replacement of thermoelements (lev III)"
IT-010932,Lenovo Legion 5,Cleaning,,"Cleaning, preventive maintenance of the cooling system, replacement of thermoelements (lev III)"
IT-010953,Lenovo G700,Keyboard replacement,,
IT-010873,HP 245,Restore 10,,
IT-010872,Lenovo Ideapad Gaming 3,"SSD, OS, cleaning",,"Windows OS recovery with software package + Cleaning, laptop prevention with replacement of thermal pads"
IT-010944,Asus Q408UG,motherboard replacement,,
IT-010915,Lenovo 530s-14ikb,battery replacement (other supplier) + cleaning + cleaning the disk from debris,,
IT-010883,Redmi NOTE 8,firmware,,
IT-010878,HP 15,OS,,
IT-010877,HP 15,OS,,
IT-010868,Asus X515FA,OS recovery,,
IT-010867,Lenovo Ideapad 5 PRO,Cleaning,,
IT-010864,Apple A1278,Does not turn on,,
IT-010860,Asus FX506HM,Does not turn on,,
IT-010848,Asus M1605Y,flooding,,
IT-010847,HP 650 G1,"and it doesn't print in ArchiCAD, the fan is humming, there is a problem with the files in the email.",,
IT-010842,Motorola XT2345-3,Unblock,,
IT-010836,Apple A2289,Touchbar problem,,"Restoring the device with functional diagnostics, cleaning, cooling system maintenance, replacing thermoelements (lev IV)"
IT-010810,Lenovo 15,Cleaning,,"Cleaning, washing the printer from dirt, toner, paint, etc., gluing the glass of a fitness watch"
IT-010845,HP 16,Does not turn on,Conclusion: Replacing the MP,
IT-010835,Apple A1990,Replacing the key and drying the keyboard,,"Keyboard replacement with complete disassembly of the device (module or assembly), Cleaning, cooling system maintenance, replacement of thermoelements (lev IV)"
IT-010827,Amazon Fire HD 10,Ukrainianize and install play services and youtube,,"Working with device software (Firmware, update, unlocking)"
IT-010822,Acer AN515-45,Cleaning,,"Cleaning, prevention of cooling system, replacement of thermoelements (lev VII)"
IT-010819,Teclast M40S,does not turn on,Conclusion: a non-working chip is responsible for image output,
IT-010801,Blackview Tab 12,Remove frp,,"Working with device software (Firmware, update, unlocking)"
IT-010792,Dell Vostro 3500 15,Installing the axles,,Windows and software recovery
IT-010841,Lenovo Ideapad 5,Broken matrix,,"Laptop matrix (display) replacement, cooling system cleaning, prevention, replacement of thermal elements (lev III)"
IT-010815,Asus 19v 6.32a,cable replacement,,Replacing the cable in the laptop power supply
IT-010798,Xiaomi Mi A2 Lite,Firmware,"Conclusion: Firmwares are not installed via edl, there is a problem with some memory sections",
IT-010804,Lenovo E540,keyboard,,Restoring the device with functional diagnostics
IT-010787,Xiaomi Air 13.3,"Cooler is noisy, cleaning",,"Cleaning, prevention of cooling system, replacement of thermoelements (lev VII)"
IT-010781,Acer AN515-55,does not charge new battery,,
IT-010783,Apple A1708,Standing on the street,,
IT-010776,Hp ProOne 245,"It won't turn on, important information",,
IT-010755,Marshall Major 4,"Doesn't hold a charge well, Bluetooth doesn't work well",Conclusion: Replacing the internal cable,
IT-010752,Dell Precision 7780,Keyboard replacement with warranty retention,,
IT-010749,AENO RC3S,Not working,,
IT-010764,Apple A1990,"Does not turn on, the laptop did not turn on before",Conclusion: Short circuit on the board.,Diagnostics with complete disassembly of the device
IT-010758,Lenovo 100-15IBD,OS recovery and SSD installation,,Windows and software recovery
IT-010730,Apple A3113,Keyboard cleaning,,"Device recovery after exposure to moisture, dirt, and other foreign particles"
IT-010732,Lenovo T480S,battery problem,,Original battery for LENOVO laptop + replacement
IT-010723,Redmi m2007j17c,firmware,,
IT-010736,HP 16,Laptop prevention,,"Cleaning, prevention of cooling system, replacement of thermoelements (lev VII)"
IT-010731,Samsung a21s,cleaning,,Cleaning the smartphone
IT-010729,Acer 5750G,Improve as much as possible,,"Replacing / Adding RAM to a laptop, Restoring Windows OS with a software package + Cleaning, laptop prevention with replacing thermal pads, Replacing keys in the keyboard"
IT-010719,Asus K53U,SSD + OS,,
IT-010721,Acer XZ242Q,Washed with a damp cloth,,Diagnostics with complete disassembly of the device
IT-010711,Samsung P5200,"Extract information, connector replacement",,"Charging connector repair (smartphone, tablet, etc.), Data recovery"
IT-010714,Asus G512LI,Add SSD,,"Laptop/PC SSD replacement/installation (HDD to SSD, etc.)"
IT-010715,Acer SF314-59,Cleaning,,"Cleaning, prevention of cooling system, replacement of thermoelements (lev IV)"
IT-010693,Valve Steam deck,installing windows os,,Windows and software recovery + comprehensive ON-LINE maintenance (3 months)
IT-010710,Asus FX516PC,SSD + RAM + COOLER + CLEANING,,"Cleaning, prevention of cooling system, replacement of thermoelements (lev IV)"
IT-010702,Acer ANV15-51,Deliver SSD,,"Laptop/PC SSD replacement/installation (HDD to SSD, etc.)"
IT-010814,HP 15,Clean + add SSD + OS,,"Cleaning, cooling system maintenance, replacement of thermoelements (lev III), Windows and software recovery"
IT-010709,Asus ROG Ally,"I was playing yesterday and suddenly the charging stopped, I tried to reboot but without success, the console worked but the indicator was not charging, it also did not light up, In the morning it did not turn on at all, even from the battery, although it could not discharge so quickly",,
IT-010678,Lenovo G505,for browser use only,,
IT-010690,Lenovo E15,Cooler replacement,,Laptop cooling system replacement/repair
IT-010672,Asus UX325E,The cooler is not working.,,
IT-010680,LG 27UP850,type-c replacement,"Conclusion: due to the design features of the connector mounting and the broken tracks on the board, installing the connector is impossible",Diagnostics with complete disassembly of the device
IT-010665,Google Pixel 4a,Glass replacement,,
IT-010666,Apple 13 Pro,Module replacement,,
IT-010720,Lenovo E15,OS,,Windows and software recovery
IT-010718,Acer A515-43,OS + cleaning,,"Windows OS recovery with software package + Cleaning, laptop prevention with replacement of thermal pads"
IT-010675,Acer AN515-43,It takes a long time to log in and doesn't log into the account right away.,,"Windows OS recovery with software package + Cleaning, laptop prevention with replacement of thermal pads"
IT-010670,Asus F509UB,Cleaning,,"Cleaning, prevention of cooling system, replacement of thermoelements (lev II)"
IT-010645,Apple A1398,Not charging,,
IT-010643,AENO AEK0007S,"The water boils at 92-94 degrees (according to the display on the kettle), after which it turns off and turns on again in a few seconds (it can turn on 1, 2 or 3 times). It heats up to 98 (according to the display on the kettle), then stands for another 5-7 seconds until it shows 100 degrees and then gives a sound signal. After boiling for a couple of seconds, the temperature from 100 degrees shows 95, but if you turn it on again immediately, it shows 100 and does not heat the water anymore.","Conclusion: The stated malfunction was not detected, the device, sensors and interfaces are working properly. What the client indicated as a malfunction is actually normal operation of the device (this is how it brings the water to the exact temperature). The client also indicated that ""After boiling for a couple of seconds, the temperature from 100 degrees shows 95, but if you turn it on again immediately, it shows 100 and does not heat the water anymore"", the device allows the smog to ""boil"" the water even at 95 degrees.",
IT-010641,Dell 5520,Hinge restoration,,"Replacement, restoration, repair of laptop hinges"
IT-010650,Asus FX506HM,Matrix replacement,,
IT-010646,Lenovo Ideapad 1,Defects on the screen,,Replacing the laptop matrix cable
IT-010630,Acer ANV15-41,Matrix replacement,,
IT-010632,Dell P124F,Cleaning,,"Cleaning, prevention of the cooling system, replacement of liquid metal and thermal interfaces (lev II)"
IT-010638,Lenovo Ideapad 3,cleaning + wasp,,"Cleaning, cooling system maintenance, replacement of thermoelements (lev III), Windows and software recovery"
IT-010637,Lenovo Legion 5,In the description,"Conclusion: Floating problem, preliminary ""dump""",
IT-010623,Samsung SM-S711B/DS,Unblock,,
IT-010629,Cash Register POS Sector,Install Windows 10,,
IT-010626,Lenovo ThinkPad T410s,OS recovery,,
IT-010655,Acer AN515-55,Battery cleaning+replacement,,
IT-010625,Lenovo 15 GT ITL,Install Linux Mint + rdp + nordVPN,Conclusion: inux mint and vpn services and remmina + rdp connection,"Windows/MacOS/Linux OS recovery, etc."
IT-010607,ProLogic Black,"Install SSD + SATA + BIOS battery, system",,
IT-010602,Apple A1990,mdm,,Restoring the device with functional diagnostics
IT-010608,Lenovo 15,"The keyboard is partially not working, I want it cleaned, the thermal paste changed and a HDD from an old laptop inserted.",,
IT-010611,Hp probook,does not turn on,,
IT-010594,Microsoft Surface,It shows an error.,,
IT-010596,Acer A515-58M,Does not turn on,,
IT-010640,HP 17,"Does not turn on, save data",,"Used battery, Cleaning, cooling system maintenance, replacement of thermoelements (lev I), Battery replacement with complete disassembly of the device"
IT-010590,Lenovo 15,Improve,,"Windows OS recovery with software package + Cleaning, laptop prevention with replacement of thermal pads"
IT-010582,HP 4540s,Improve,,
IT-010604,Dell P89F,cleaning,,"Cleaning, prevention of cooling system, replacement of thermoelements (lev VII)"
IT-010585,Samsung A546E,Remove lock,,
IT-010591,Apple A1990,mdm,,Restoring the device with functional diagnostics
IT-010589,Samsung Galaxy A01,Not charging,,Restoring the device with functional diagnostics
IT-010576,Acer AN515-57,Cleaning,,"Cleaning, prevention of cooling system, replacement of thermoelements (lev VII)"
IT-010575,HP 15,"OS, Restoration, cleaning",,Restoring the device with functional diagnostics
IT-010613,Lenovo Legion 5,office cleaning and installation,,
IT-010563,Sony PS4,Cleaning,,
IT-010571,HP 15,Does not turn on,,
IT-010556,Hp 15-bw564ur,Improve,,"Windows OS recovery with software package + Cleaning, laptop prevention with replacement of thermal pads"
IT-010569,Asus FA506IU,Cleaning,,
IT-010555,HP 15s,"Battery lock, + SSD (if necessary to replace) + OS + prof + SAVE DATA IF POSSIBLE",,
IT-010568,Acer Extenza 2519,Not charging,,
IT-010549,Acer Aspire 3,Prevention,,
IT-010536,Lenovo G565,Keyboard cleaning + replacement,,Restoring the device with functional diagnostics
IT-010542,HP 15t,Cleaning,,"Cleaning, prevention of the cooling system, replacement of thermoelements (lev III), Restoration of the device after ingress of moisture, dirt and other foreign particles"
IT-010530,Redmi XMA2011-CJ,Does not turn on,,Restoring the device with functional diagnostics
IT-010517,Lenovo Ideapad 1,prevention wax removal,,"Cleaning, prevention of the cooling system, replacement of thermoelements (lev II), Replacement of the keyboard with complete disassembly of the device (module or assembly), Replacement, restoration, repair of laptop hinges"
IT-010510,Asus zenbook,prevention,,"Cleaning, prevention of cooling system, replacement of thermoelements (lev IV)"
IT-010505,Logic power Black,"no image visible, update office",,"Windows and software recovery, Installing an HDD/SSD in an external pocket"
IT-010500,Asus FX506HCB,Ssd Cleaning + replacement of thermal interfaces,,"Cleaning, prevention of cooling system, replacement of thermoelements (lev V)"
IT-010499,Asus UX334F,not charging,,
IT-010554,Toshiba L50-B-1NL,"Turns off, + ssd + ram",,"Windows and software recovery, Replacing / Adding RAM to a laptop, Installing, replacing the cooling (radiator, cooler) of the device"
